,ID,label
0,0,1
1,1,1
2,2,0
3,3,0
4,4,1
5,5,1
6,6,0
7,7,0
8,8,1
9,9,1
10,10,1
11,11,1
12,12,0
13,13,1
14,14,0
15,15,0
16,16,1
17,17,1
18,18,1
19,19,1
20,20,0
21,21,0
22,22,1
23,23,1
24,24,1
25,25,1
26,26,1
27,27,0
28,28,0
29,29,0
30,30,1
31,31,0
32,32,1
33,33,0
34,34,0
35,35,0
36,36,0
37,37,1
38,38,1
39,39,0
40,40,0
41,41,0
42,42,0
43,43,1
44,44,1
45,45,0
46,46,0
47,47,1
48,48,0
49,49,0
50,50,1
51,51,0
52,52,0
53,53,1
54,54,0
55,55,1
56,56,1
57,57,1
58,58,0
59,59,1
60,60,0
61,61,1
62,62,0
63,63,1
64,64,0
65,65,0
66,66,1
67,67,0
68,68,1
69,69,1
70,70,1
71,71,0
72,72,1
73,73,1
74,74,1
75,75,0
76,76,0
77,77,0
78,78,1
79,79,0
80,80,0
81,81,1
82,82,1
83,83,1
84,84,1
85,85,1
86,86,1
87,87,0
88,88,1
89,89,0
90,90,0
91,91,0
92,92,1
93,93,0
94,94,0
95,95,0
96,96,1
97,97,1
98,98,1
99,99,1
100,100,0
101,101,1
102,102,0
103,103,0
104,104,0
105,105,1
106,106,0
107,107,1
108,108,1
109,109,1
110,110,0
111,111,0
112,112,0
113,113,0
114,114,0
115,115,0
116,116,0
117,117,0
118,118,1
119,119,1
120,120,1
121,121,1
122,122,0
123,123,0
124,124,1
125,125,0
126,126,1
127,127,1
128,128,1
129,129,0
130,130,0
131,131,0
132,132,1
133,133,0
134,134,1
135,135,0
136,136,0
137,137,1
138,138,1
139,139,0
140,140,1
141,141,1
142,142,0
143,143,1
144,144,1
145,145,0
146,146,1
147,147,0
148,148,1
149,149,0
150,150,1
151,151,1
152,152,1
153,153,0
154,154,1
155,155,1
156,156,0
157,157,0
158,158,1
159,159,0
160,160,1
161,161,1
162,162,1
163,163,1
164,164,1
165,165,1
166,166,0
167,167,0
168,168,1
169,169,0
170,170,0
171,171,0
172,172,0
173,173,1
174,174,1
175,175,1
176,176,0
177,177,0
178,178,1
179,179,0
180,180,1
181,181,1
182,182,1
183,183,0
184,184,1
185,185,1
186,186,0
187,187,0
188,188,0
189,189,1
190,190,1
191,191,0
192,192,1
193,193,1
194,194,0
195,195,1
196,196,0
197,197,1
198,198,0
199,199,1
200,200,0
201,201,1
202,202,0
203,203,0
204,204,0
205,205,0
206,206,1
207,207,1
208,208,0
209,209,1
210,210,1
211,211,0
212,212,0
213,213,1
214,214,0
215,215,1
216,216,1
217,217,1
218,218,1
219,219,0
220,220,0
221,221,0
222,222,1
223,223,0
224,224,1
225,225,0
226,226,1
227,227,0
228,228,0
229,229,1
230,230,0
231,231,1
232,232,1
233,233,1
234,234,1
235,235,0
236,236,0
237,237,0
238,238,1
239,239,1
240,240,0
241,241,1
242,242,0
243,243,1
244,244,0
245,245,0
246,246,0
247,247,0
248,248,1
249,249,0
250,250,1
251,251,0
252,252,1
253,253,1
254,254,0
255,255,0
256,256,1
257,257,0
258,258,0
259,259,1
260,260,0
261,261,0
262,262,0
263,263,1
264,264,0
265,265,0
266,266,1
267,267,1
268,268,1
269,269,1
270,270,0
271,271,0
272,272,1
273,273,1
274,274,0
275,275,0
276,276,0
277,277,1
278,278,1
279,279,0
280,280,1
281,281,0
282,282,0
283,283,1
284,284,0
285,285,0
286,286,1
287,287,1
288,288,1
289,289,0
290,290,1
291,291,0
292,292,1
293,293,0
294,294,0
295,295,0
296,296,1
297,297,0
298,298,1
299,299,1
300,300,1
301,301,1
302,302,0
303,303,0
304,304,1
305,305,1
306,306,0
307,307,1
308,308,0
309,309,0
310,310,1
311,311,1
312,312,1
313,313,0
314,314,1
315,315,1
316,316,1
317,317,1
318,318,1
319,319,0
320,320,1
321,321,1
322,322,1
323,323,0
324,324,0
325,325,1
326,326,0
327,327,0
328,328,0
329,329,1
330,330,0
331,331,0
332,332,1
333,333,1
334,334,0
335,335,1
336,336,1
337,337,1
338,338,0
339,339,0
340,340,1
341,341,1
342,342,1
343,343,0
344,344,0
345,345,0
346,346,1
347,347,0
348,348,1
349,349,0
350,350,1
351,351,0
352,352,0
353,353,1
354,354,1
355,355,0
356,356,1
357,357,1
358,358,1
359,359,0
360,360,1
361,361,1
362,362,0
363,363,1
364,364,1
365,365,1
366,366,0
367,367,0
368,368,0
369,369,1
370,370,1
371,371,1
372,372,1
373,373,1
374,374,1
375,375,1
376,376,0
377,377,1
378,378,1
379,379,1
380,380,0
381,381,1
382,382,1
383,383,0
384,384,0
385,385,1
386,386,0
387,387,1
388,388,1
389,389,1
390,390,1
391,391,0
392,392,1
393,393,1
394,394,0
395,395,0
396,396,1
397,397,0
398,398,1
399,399,1
400,400,1
401,401,1
402,402,1
403,403,0
404,404,0
405,405,0
406,406,1
407,407,1
408,408,0
409,409,1
410,410,1
411,411,0
412,412,0
413,413,0
414,414,0
415,415,1
416,416,0
417,417,0
418,418,1
419,419,0
420,420,0
421,421,1
422,422,0
423,423,1
424,424,1
425,425,1
426,426,1
427,427,1
428,428,0
429,429,1
430,430,1
431,431,1
432,432,1
433,433,0
434,434,0
435,435,0
436,436,0
437,437,1
438,438,1
439,439,1
440,440,1
441,441,0
442,442,1
443,443,0
444,444,1
445,445,1
446,446,1
447,447,1
448,448,1
449,449,1
450,450,1
451,451,1
452,452,0
453,453,1
454,454,1
455,455,0
456,456,0
457,457,0
458,458,1
459,459,0
460,460,1
461,461,0
462,462,0
463,463,1
464,464,0
465,465,0
466,466,0
467,467,0
468,468,0
469,469,1
470,470,1
471,471,1
472,472,1
473,473,1
474,474,0
475,475,1
476,476,0
477,477,1
478,478,0
479,479,1
480,480,1
481,481,0
482,482,0
483,483,0
484,484,1
485,485,1
486,486,1
487,487,1
488,488,1
489,489,0
490,490,1
491,491,1
492,492,0
493,493,1
494,494,1
495,495,1
496,496,0
497,497,0
498,498,0
499,499,1
500,500,1
501,501,1
502,502,1
503,503,1
504,504,0
505,505,1
506,506,0
507,507,0
508,508,0
509,509,1
510,510,1
511,511,0
512,512,1
513,513,0
514,514,1
515,515,0
516,516,0
517,517,1
518,518,0
519,519,1
520,520,0
521,521,0
522,522,0
523,523,0
524,524,1
525,525,1
526,526,0
527,527,1
528,528,0
529,529,0
530,530,0
531,531,1
532,532,1
533,533,1
534,534,0
535,535,0
536,536,1
537,537,0
538,538,1
539,539,0
540,540,0
541,541,1
542,542,1
543,543,1
544,544,1
545,545,1
546,546,0
547,547,1
548,548,1
549,549,1
550,550,0
551,551,1
552,552,0
553,553,0
554,554,0
555,555,0
556,556,1
557,557,1
558,558,1
559,559,0
560,560,1
561,561,0
562,562,1
563,563,1
564,564,0
565,565,1
566,566,0
567,567,1
568,568,0
569,569,1
570,570,1
571,571,0
572,572,1
573,573,0
574,574,0
575,575,0
576,576,1
577,577,1
578,578,0
579,579,1
580,580,0
581,581,0
582,582,0
583,583,0
584,584,1
585,585,1
586,586,0
587,587,0
588,588,1
589,589,1
590,590,0
591,591,1
592,592,0
593,593,1
594,594,0
595,595,1
596,596,0
597,597,0
598,598,0
599,599,1
600,600,1
601,601,0
602,602,0
603,603,0
604,604,1
605,605,1
606,606,1
607,607,0
608,608,0
609,609,1
610,610,1
611,611,1
612,612,1
613,613,1
614,614,0
615,615,1
616,616,0
617,617,1
618,618,1
619,619,1
620,620,0
621,621,0
622,622,0
623,623,0
624,624,1
625,625,0
626,626,0
627,627,0
628,628,1
629,629,0
630,630,1
631,631,1
632,632,0
633,633,0
634,634,0
635,635,0
636,636,1
637,637,1
638,638,1
639,639,0
640,640,1
641,641,0
642,642,0
643,643,1
644,644,1
645,645,1
646,646,0
647,647,0
648,648,0
649,649,0
650,650,1
651,651,0
652,652,1
653,653,1
654,654,1
655,655,1
656,656,1
657,657,0
658,658,0
659,659,1
660,660,0
661,661,1
662,662,1
663,663,1
664,664,0
665,665,1
666,666,0
667,667,1
668,668,1
669,669,1
670,670,0
671,671,1
672,672,1
673,673,0
674,674,1
675,675,1
676,676,0
677,677,0
678,678,1
679,679,0
680,680,0
681,681,0
682,682,1
683,683,1
684,684,0
685,685,0
686,686,1
687,687,0
688,688,0
689,689,0
690,690,1
691,691,1
692,692,0
693,693,0
694,694,1
695,695,0
696,696,1
697,697,1
698,698,0
699,699,1
700,700,1
701,701,0
702,702,1
703,703,1
704,704,0
705,705,0
706,706,0
707,707,1
708,708,1
709,709,1
710,710,0
711,711,0
712,712,1
713,713,0
714,714,1
715,715,1
716,716,1
717,717,0
718,718,0
719,719,1
720,720,1
721,721,0
722,722,0
723,723,1
724,724,0
725,725,0
726,726,0
727,727,0
728,728,1
729,729,0
730,730,0
731,731,0
732,732,0
733,733,1
734,734,0
735,735,0
736,736,1
737,737,1
738,738,0
739,739,1
740,740,1
741,741,0
742,742,0
743,743,0
744,744,0
745,745,0
746,746,0
747,747,0
748,748,0
749,749,1
750,750,0
751,751,1
752,752,1
753,753,0
754,754,0
755,755,0
756,756,1
757,757,0
758,758,0
759,759,0
760,760,1
761,761,0
762,762,0
763,763,0
764,764,1
765,765,0
766,766,0
767,767,0
768,768,1
769,769,1
770,770,1
771,771,0
772,772,1
773,773,1
774,774,1
775,775,1
776,776,0
777,777,0
778,778,1
779,779,0
780,780,1
781,781,1
782,782,0
783,783,0
784,784,0
785,785,1
786,786,1
787,787,0
788,788,1
789,789,0
790,790,1
791,791,1
792,792,0
793,793,0
794,794,0
795,795,0
796,796,0
797,797,0
798,798,0
799,799,0
800,800,0
801,801,0
802,802,1
803,803,0
804,804,1
805,805,1
806,806,0
807,807,1
808,808,0
809,809,1
810,810,1
811,811,1
812,812,1
813,813,0
814,814,1
815,815,1
816,816,1
817,817,1
818,818,1
819,819,1
820,820,0
821,821,1
822,822,1
823,823,1
824,824,1
825,825,1
826,826,1
827,827,0
828,828,1
829,829,0
830,830,1
831,831,0
832,832,1
833,833,1
834,834,1
835,835,1
836,836,1
837,837,0
838,838,0
839,839,1
840,840,0
841,841,1
842,842,0
843,843,0
844,844,1
845,845,0
846,846,0
847,847,1
848,848,1
849,849,0
850,850,1
851,851,0
852,852,0
853,853,1
854,854,0
855,855,1
856,856,0
857,857,1
858,858,0
859,859,0
860,860,0
861,861,0
862,862,1
863,863,1
864,864,1
865,865,0
866,866,1
867,867,1
868,868,0
869,869,1
870,870,1
871,871,0
872,872,1
873,873,1
874,874,0
875,875,0
876,876,1
877,877,0
878,878,0
879,879,1
880,880,0
881,881,1
882,882,1
883,883,1
884,884,0
885,885,0
886,886,1
887,887,1
888,888,1
889,889,0
890,890,1
891,891,0
892,892,0
893,893,0
894,894,1
895,895,1
896,896,1
897,897,1
898,898,0
899,899,0
900,900,1
901,901,1
902,902,0
903,903,1
904,904,1
905,905,0
906,906,1
907,907,0
908,908,1
909,909,0
910,910,1
911,911,1
912,912,1
913,913,0
914,914,0
915,915,0
916,916,1
917,917,1
918,918,1
919,919,1
920,920,0
921,921,0
922,922,1
923,923,0
924,924,1
925,925,1
926,926,1
927,927,1
928,928,1
929,929,0
930,930,0
931,931,1
932,932,0
933,933,1
934,934,1
935,935,1
936,936,0
937,937,0
938,938,0
939,939,0
940,940,1
941,941,1
942,942,1
943,943,0
944,944,1
945,945,0
946,946,0
947,947,0
948,948,0
949,949,0
950,950,0
951,951,1
952,952,0
953,953,1
954,954,0
955,955,0
956,956,0
957,957,0
958,958,0
959,959,0
960,960,1
961,961,1
962,962,1
963,963,1
964,964,0
965,965,1
966,966,1
967,967,1
968,968,1
969,969,1
970,970,0
971,971,1
972,972,1
973,973,0
974,974,0
975,975,1
976,976,1
977,977,1
978,978,1
979,979,1
980,980,0
981,981,0
982,982,1
983,983,0
984,984,1
985,985,1
986,986,1
987,987,0
988,988,1
989,989,1
990,990,1
991,991,0
992,992,0
993,993,0
994,994,0
995,995,0
996,996,0
997,997,1
998,998,0
999,999,0
1000,1000,0
1001,1001,0
1002,1002,1
1003,1003,1
1004,1004,0
1005,1005,1
1006,1006,0
1007,1007,0
1008,1008,0
1009,1009,0
1010,1010,0
1011,1011,1
1012,1012,0
1013,1013,0
1014,1014,1
1015,1015,1
1016,1016,0
1017,1017,0
1018,1018,1
1019,1019,1
1020,1020,1
1021,1021,1
1022,1022,1
1023,1023,0
1024,1024,1
1025,1025,0
1026,1026,0
1027,1027,0
1028,1028,1
1029,1029,1
1030,1030,0
1031,1031,0
1032,1032,1
1033,1033,0
1034,1034,0
1035,1035,1
1036,1036,0
1037,1037,0
1038,1038,0
1039,1039,1
1040,1040,1
1041,1041,1
1042,1042,0
1043,1043,0
1044,1044,1
1045,1045,0
1046,1046,1
1047,1047,0
1048,1048,0
1049,1049,0
1050,1050,1
1051,1051,1
1052,1052,0
1053,1053,1
1054,1054,0
1055,1055,1
1056,1056,1
1057,1057,1
1058,1058,1
1059,1059,1
1060,1060,1
1061,1061,0
1062,1062,0
1063,1063,1
1064,1064,0
1065,1065,1
1066,1066,1
1067,1067,1
1068,1068,0
1069,1069,0
1070,1070,1
1071,1071,0
1072,1072,1
1073,1073,0
1074,1074,1
1075,1075,0
1076,1076,1
1077,1077,0
1078,1078,1
1079,1079,0
1080,1080,1
1081,1081,1
1082,1082,0
1083,1083,0
1084,1084,0
1085,1085,1
1086,1086,1
1087,1087,0
1088,1088,0
1089,1089,0
1090,1090,0
1091,1091,1
1092,1092,0
1093,1093,0
1094,1094,1
1095,1095,1
1096,1096,0
1097,1097,0
1098,1098,1
1099,1099,1
1100,1100,0
1101,1101,0
1102,1102,1
1103,1103,0
1104,1104,1
1105,1105,0
1106,1106,0
1107,1107,0
1108,1108,0
1109,1109,1
1110,1110,1
1111,1111,1
1112,1112,1
1113,1113,0
1114,1114,1
1115,1115,1
1116,1116,1
1117,1117,0
1118,1118,1
1119,1119,1
1120,1120,0
1121,1121,1
1122,1122,0
1123,1123,1
1124,1124,0
1125,1125,1
1126,1126,1
1127,1127,0
1128,1128,1
1129,1129,0
1130,1130,1
1131,1131,0
1132,1132,1
1133,1133,0
1134,1134,0
1135,1135,0
1136,1136,0
1137,1137,0
1138,1138,1
1139,1139,0
1140,1140,1
1141,1141,0
1142,1142,0
1143,1143,1
1144,1144,1
1145,1145,0
1146,1146,1
1147,1147,1
1148,1148,1
1149,1149,0
1150,1150,0
1151,1151,1
1152,1152,0
1153,1153,0
1154,1154,0
1155,1155,0
1156,1156,0
1157,1157,0
1158,1158,1
1159,1159,0
1160,1160,0
1161,1161,0
1162,1162,0
1163,1163,0
1164,1164,1
1165,1165,0
1166,1166,1
